"Plot Title: Field"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 20042963, SEN S/N: 20042963)","RH, % (LGR S/N: 20042963, SEN S/N: 20042963)","Host Connected (LGR S/N: 20042963)","Stopped (LGR S/N: 20042963)","End Of File (LGR S/N: 20042963)"
221,05/17/18 10:32:13 AM,33.087,43.656,,,
222,05/17/18 10:37:13 AM,33.399,42.860,,,
223,05/17/18 10:42:13 AM,33.843,42.208,,,
224,05/17/18 10:47:13 AM,34.132,43.108,,,
225,05/17/18 10:52:13 AM,34.554,41.917,,,
226,05/17/18 10:57:13 AM,34.422,41.165,,,
227,05/17/18 11:02:13 AM,33.791,44.965,,,
228,05/17/18 11:07:13 AM,33.870,43.245,,,
229,05/17/18 11:12:13 AM,34.264,37.911,,,
230,05/17/18 11:17:13 AM,34.792,37.182,,,
231,05/17/18 11:22:13 AM,34.712,35.267,,,
232,05/17/18 11:27:13 AM,34.343,43.198,,,
233,05/17/18 11:32:13 AM,35.190,39.696,,,
234,05/17/18 11:37:13 AM,35.350,37.339,,,
235,05/17/18 11:42:13 AM,35.645,38.252,,,
236,05/17/18 11:47:13 AM,35.618,40.180,,,
237,05/17/18 11:52:13 AM,36.102,38.773,,,
238,05/17/18 11:57:13 AM,36.345,36.617,,,
239,05/17/18 12:02:13 PM,36.453,35.943,,,
240,05/17/18 12:07:13 PM,36.534,34.061,,,
241,05/17/18 12:12:13 PM,34.978,32.822,,,
242,05/17/18 12:17:13 PM,34.554,36.921,,,
243,05/17/18 12:22:13 PM,34.951,30.576,,,
244,05/17/18 12:27:13 PM,34.712,35.710,,,
245,05/17/18 12:32:13 PM,35.484,29.787,,,
246,05/17/18 12:37:13 PM,35.484,34.207,,,
247,05/17/18 12:42:13 PM,35.431,37.279,,,
248,05/17/18 12:47:13 PM,35.111,35.475,,,
249,05/17/18 12:52:13 PM,34.237,37.366,,,
250,05/17/18 12:57:13 PM,34.343,36.153,,,
251,05/17/18 01:02:13 PM,34.369,36.087,,,
252,05/17/18 01:07:13 PM,34.237,35.529,,,
253,05/17/18 01:12:13 PM,34.659,35.432,,,
254,05/17/18 01:17:13 PM,35.377,30.750,,,
255,05/17/18 01:22:13 PM,35.404,33.582,,,
256,05/17/18 01:27:13 PM,36.399,32.013,,,
257,05/17/18 01:32:13 PM,36.670,28.137,,,
258,05/17/18 01:37:13 PM,36.888,33.231,,,
259,05/17/18 01:42:13 PM,37.903,32.280,,,
260,05/17/18 01:47:13 PM,38.042,30.342,,,
261,05/17/18 01:52:13 PM,37.986,30.407,,,
262,05/17/18 01:57:13 PM,37.545,30.162,,,
263,05/17/18 02:02:13 PM,37.462,33.627,,,
264,05/17/18 02:07:13 PM,38.097,31.462,,,
265,05/17/18 02:12:13 PM,38.459,29.956,,,
266,05/17/18 02:17:13 PM,39.019,30.491,,,
267,05/17/18 02:22:13 PM,37.876,33.040,,,
268,05/17/18 02:27:13 PM,37.848,32.067,,,
269,05/17/18 02:32:13 PM,38.180,33.483,,,
270,05/17/18 02:37:13 PM,38.208,31.819,,,
271,05/17/18 02:42:13 PM,38.514,33.200,,,
272,05/17/18 02:47:13 PM,38.570,30.454,,,
273,05/17/18 02:52:13 PM,39.103,31.336,,,
274,05/17/18 02:57:13 PM,37.986,32.669,,,
275,05/17/18 03:02:13 PM,37.215,31.388,,,
276,05/17/18 03:07:13 PM,35.537,34.932,,,
277,05/17/18 03:12:13 PM,36.779,32.530,,,
278,05/17/18 03:17:13 PM,36.915,32.057,,,
279,05/17/18 03:22:13 PM,36.806,31.805,,,
280,05/17/18 03:27:13 PM,36.616,31.823,,,
281,05/17/18 03:32:13 PM,36.860,31.497,,,
282,05/17/18 03:37:13 PM,36.670,32.105,,,
283,05/17/18 03:42:13 PM,36.779,33.428,,,
284,05/17/18 03:47:13 PM,36.779,32.530,,,
285,05/17/18 03:52:13 PM,37.407,31.960,,,
286,05/17/18 03:57:13 PM,37.462,32.207,,,
287,05/17/18 04:02:13 PM,37.710,33.164,,,
288,05/17/18 04:07:13 PM,36.997,32.618,,,
289,05/17/18 04:12:13 PM,35.457,33.449,,,
290,05/17/18 04:17:13 PM,36.588,31.127,,,
291,05/17/18 04:22:13 PM,37.243,34.608,,,
292,05/17/18 04:27:13 PM,37.188,30.690,,,
293,05/17/18 04:32:13 PM,37.024,33.035,,,
294,05/17/18 04:37:13 PM,36.670,34.074,,,
295,05/17/18 04:42:13 PM,37.106,34.078,,,
296,05/17/18 04:47:13 PM,37.517,33.770,,,
297,05/17/18 04:52:13 PM,37.407,34.898,,,
298,05/17/18 04:57:13 PM,37.627,31.805,,,
299,05/17/18 05:02:13 PM,36.102,32.885,,,
300,05/17/18 05:07:13 PM,36.075,35.804,,,
301,05/17/18 05:12:13 PM,36.291,32.902,,,
302,05/17/18 05:17:13 PM,36.048,33.295,,,
303,05/17/18 05:22:13 PM,35.591,37.226,,,
304,05/17/18 05:27:13 PM,35.164,37.389,,,
305,05/17/18 05:32:13 PM,33.556,37.773,,,
306,05/17/18 05:37:13 PM,33.530,36.822,,,
307,05/17/18 05:42:13 PM,33.817,40.697,,,
308,05/17/18 05:47:13 PM,32.750,38.435,,,
309,05/17/18 05:52:13 PM,33.477,38.306,,,
310,05/17/18 05:57:13 PM,33.765,39.144,,,
311,05/17/18 06:02:13 PM,33.870,37.397,,,
312,05/17/18 06:07:13 PM,33.843,37.022,,,
313,05/17/18 06:12:13 PM,34.211,38.853,,,
314,05/17/18 06:17:13 PM,34.027,39.441,,,
315,05/17/18 06:22:13 PM,33.634,39.872,,,
316,05/17/18 06:27:13 PM,32.724,40.246,,,
317,05/17/18 06:32:13 PM,30.653,42.752,,,
318,05/17/18 06:37:13 PM,31.034,42.065,,,
319,05/17/18 06:42:13 PM,31.034,40.068,,,
320,05/17/18 06:47:13 PM,31.135,41.611,,,
321,05/17/18 06:52:13 PM,30.805,40.711,,,
322,05/17/18 06:57:13 PM,30.476,42.004,,,
323,05/17/18 07:02:13 PM,30.249,43.301,,,
324,05/17/18 07:07:13 PM,29.772,43.214,,,
325,05/17/18 07:12:13 PM,29.196,45.413,,,
326,05/17/18 07:17:13 PM,28.922,46.261,,,
327,05/17/18 07:22:13 PM,28.922,47.822,,,
328,05/17/18 07:27:13 PM,28.798,44.777,,,
329,05/17/18 07:32:13 PM,28.276,46.476,,,
330,05/17/18 07:37:13 PM,27.634,49.113,,,
331,05/17/18 07:42:13 PM,27.142,50.397,,,
332,05/17/18 07:47:13 PM,26.897,51.291,,,
333,05/17/18 07:52:13 PM,27.191,50.979,,,
334,05/17/18 07:57:13 PM,27.240,48.160,,,
335,05/17/18 08:02:13 PM,27.019,47.649,,,
336,05/17/18 08:07:13 PM,26.554,49.743,,,
337,05/17/18 08:12:13 PM,26.042,51.272,,,
338,05/17/18 08:17:13 PM,25.482,51.260,,,
339,05/17/18 08:22:13 PM,24.973,54.726,,,
340,05/17/18 08:27:13 PM,24.465,54.716,,,
341,05/17/18 08:32:13 PM,24.055,57.026,,,
342,05/17/18 08:37:13 PM,23.669,58.207,,,
343,05/17/18 08:42:13 PM,23.285,60.668,,,
344,05/17/18 08:47:13 PM,23.069,58.639,,,
345,05/17/18 08:52:13 PM,23.141,58.773,,,
346,05/17/18 08:57:13 PM,23.165,58.869,,,
347,05/17/18 09:02:13 PM,23.261,59.376,,,
348,05/17/18 09:07:13 PM,23.333,60.247,,,
349,05/17/18 09:12:13 PM,23.237,60.966,,,
350,05/17/18 09:17:13 PM,23.213,62.365,,,
351,05/17/18 09:22:13 PM,23.093,62.193,,,
352,05/17/18 09:27:13 PM,22.853,63.640,,,
353,05/17/18 09:32:13 PM,22.709,64.341,,,
354,05/17/18 09:37:13 PM,22.541,65.575,,,
355,05/17/18 09:42:13 PM,22.397,66.270,,,
356,05/17/18 09:47:13 PM,22.278,66.578,,,
357,05/17/18 09:52:13 PM,22.158,67.034,,,
358,05/17/18 09:57:13 PM,21.967,67.298,,,
359,05/17/18 10:02:13 PM,21.847,68.080,,,
360,05/17/18 10:07:13 PM,21.680,68.346,,,
361,05/17/18 10:12:13 PM,21.513,69.675,,,
362,05/17/18 10:17:13 PM,21.322,69.993,,,
363,05/17/18 10:22:13 PM,21.155,70.930,,,
364,05/17/18 10:27:13 PM,20.940,71.534,,,
365,05/17/18 10:32:13 PM,20.869,71.491,,,
366,05/17/18 10:37:13 PM,20.749,71.527,,,
367,05/17/18 10:42:13 PM,20.583,71.495,,,
368,05/17/18 10:47:13 PM,20.416,71.697,,,
369,05/17/18 10:52:13 PM,20.201,72.296,,,
370,05/17/18 10:57:13 PM,20.035,71.711,,,
371,05/17/18 11:02:13 PM,19.940,71.140,,,
372,05/17/18 11:07:13 PM,19.916,70.435,,,
373,05/17/18 11:12:13 PM,19.725,71.391,,,
374,05/17/18 11:17:13 PM,19.464,72.502,,,
375,05/17/18 11:22:13 PM,19.250,73.385,,,
376,05/17/18 11:27:13 PM,18.964,73.732,,,
377,05/17/18 11:32:13 PM,18.774,73.695,,,
378,05/17/18 11:37:13 PM,18.702,74.398,,,
379,05/17/18 11:42:13 PM,18.655,74.274,,,
380,05/17/18 11:47:13 PM,18.631,75.442,,,
381,05/17/18 11:52:13 PM,18.750,75.066,,,
382,05/17/18 11:57:13 PM,18.750,75.209,,,
383,05/18/18 12:02:13 AM,18.726,75.833,,,
384,05/18/18 12:07:13 AM,18.607,75.780,,,
385,05/18/18 12:12:13 AM,18.488,76.098,,,
386,05/18/18 12:17:13 AM,18.512,74.847,,,
387,05/18/18 12:22:13 AM,18.465,75.095,,,
388,05/18/18 12:27:13 AM,18.417,75.941,,,
389,05/18/18 12:32:13 AM,18.393,76.021,,,
390,05/18/18 12:37:13 AM,18.393,75.907,,,
391,05/18/18 12:42:13 AM,18.274,75.741,,,
392,05/18/18 12:47:13 AM,18.084,77.178,,,
393,05/18/18 12:52:13 AM,17.799,77.909,,,
394,05/18/18 12:57:13 AM,17.585,78.989,,,
395,05/18/18 01:02:13 AM,17.371,80.396,,,
396,05/18/18 01:07:13 AM,17.252,80.314,,,
397,05/18/18 01:12:13 AM,17.061,80.635,,,
398,05/18/18 01:17:13 AM,16.942,81.025,,,
399,05/18/18 01:22:13 AM,16.895,80.765,,,
400,05/18/18 01:27:13 AM,16.990,80.452,,,
401,05/18/18 01:32:13 AM,17.109,79.726,,,
402,05/18/18 01:37:13 AM,17.228,78.408,,,
403,05/18/18 01:42:13 AM,17.394,78.050,,,
404,05/18/18 01:47:13 AM,17.418,78.336,,,
405,05/18/18 01:52:13 AM,17.299,78.732,,,
406,05/18/18 01:57:13 AM,17.156,79.485,,,
407,05/18/18 02:02:13 AM,16.966,80.280,,,
408,05/18/18 02:07:13 AM,16.704,81.139,,,
409,05/18/18 02:12:13 AM,16.418,84.102,,,
410,05/18/18 02:17:13 AM,16.085,83.780,,,
411,05/18/18 02:22:13 AM,15.822,84.538,,,
412,05/18/18 02:27:13 AM,15.608,86.546,,,
413,05/18/18 02:32:13 AM,15.464,86.836,,,
414,05/18/18 02:37:13 AM,15.345,87.157,,,
415,05/18/18 02:42:13 AM,15.273,87.943,,,
416,05/18/18 02:47:13 AM,15.440,87.448,,,
417,05/18/18 02:52:13 AM,15.584,87.133,,,
418,05/18/18 02:57:13 AM,15.608,86.708,,,
419,05/18/18 03:02:13 AM,15.631,86.902,,,
420,05/18/18 03:07:13 AM,15.536,87.095,,,
421,05/18/18 03:12:13 AM,15.369,88.821,,,
422,05/18/18 03:17:13 AM,15.154,89.460,,,
423,05/18/18 03:22:13 AM,14.939,89.567,,,
424,05/18/18 03:27:13 AM,14.867,90.396,,,
425,05/18/18 03:32:13 AM,14.795,90.352,,,
426,05/18/18 03:37:13 AM,14.867,90.211,,,
427,05/18/18 03:42:13 AM,14.939,89.885,,,
428,05/18/18 03:47:13 AM,14.891,90.270,,,
429,05/18/18 03:52:13 AM,14.795,90.325,,,
430,05/18/18 03:57:13 AM,14.675,90.849,,,
431,05/18/18 04:02:13 AM,14.604,90.858,,,
432,05/18/18 04:07:13 AM,14.484,90.986,,,
433,05/18/18 04:12:13 AM,14.364,91.717,,,
434,05/18/18 04:17:13 AM,14.292,92.143,,,
435,05/18/18 04:22:13 AM,14.244,92.575,,,
436,05/18/18 04:27:13 AM,14.148,92.472,,,
437,05/18/18 04:32:13 AM,14.101,92.825,,,
438,05/18/18 04:37:13 AM,14.053,92.917,,,
439,05/18/18 04:42:13 AM,13.981,92.117,,,
440,05/18/18 04:47:13 AM,13.909,92.046,,,
441,05/18/18 04:52:13 AM,13.813,91.709,,,
442,05/18/18 04:57:13 AM,13.692,91.783,,,
443,05/18/18 05:02:13 AM,13.620,92.182,,,
444,05/18/18 05:07:13 AM,13.500,92.827,,,
445,05/18/18 05:12:13 AM,13.308,92.985,,,
446,05/18/18 05:17:13 AM,13.187,92.955,,,
447,05/18/18 05:22:13 AM,13.260,93.646,,,
448,05/18/18 05:27:13 AM,13.236,92.708,,,
449,05/18/18 05:32:13 AM,13.187,92.072,,,
450,05/18/18 05:37:13 AM,13.043,92.009,,,
451,05/18/18 05:42:13 AM,12.922,92.264,,,
452,05/18/18 05:47:13 AM,12.874,93.649,,,
453,05/18/18 05:52:13 AM,12.922,94.485,,,
454,05/18/18 05:57:13 AM,13.019,94.254,,,
455,05/18/18 06:02:13 AM,12.826,93.120,,,
456,05/18/18 06:07:13 AM,12.754,94.339,,,
457,05/18/18 06:12:13 AM,12.898,93.836,,,
458,05/18/18 06:17:13 AM,12.922,93.713,,,
459,05/18/18 06:22:13 AM,12.922,92.679,,,
460,05/18/18 06:27:13 AM,13.236,92.682,,,
461,05/18/18 06:32:13 AM,13.837,92.184,,,
462,05/18/18 06:37:13 AM,14.268,90.616,,,
463,05/18/18 06:42:13 AM,14.819,88.341,,,
464,05/18/18 06:47:13 AM,15.345,85.594,,,
465,05/18/18 06:52:13 AM,16.156,84.097,,,
466,05/18/18 06:57:13 AM,17.014,81.069,,,
467,05/18/18 07:02:13 AM,17.751,79.360,,,
468,05/18/18 07:07:13 AM,18.417,77.926,,,
469,05/18/18 07:12:13 AM,19.154,74.459,,,
470,05/18/18 07:17:13 AM,19.630,72.447,,,
471,05/18/18 07:22:13 AM,20.249,70.790,,,
472,05/18/18 07:27:13 AM,20.702,69.584,,,
473,05/18/18 07:32:13 AM,20.130,70.007,,,
474,05/18/18 07:37:13 AM,21.274,67.443,,,
475,05/18/18 07:42:13 AM,22.709,66.803,,,
476,05/18/18 07:47:13 AM,24.103,62.602,,,
477,05/18/18 07:52:13 AM,24.731,61.328,,,
478,05/18/18 07:57:13 AM,25.628,59.746,,,
479,05/18/18 08:02:13 AM,26.456,57.885,,,
480,05/18/18 08:07:13 AM,27.216,54.858,,,
481,05/18/18 08:12:13 AM,27.314,52.940,,,
482,05/18/18 08:17:13 AM,27.388,55.167,,,
483,05/18/18 08:22:13 AM,27.560,51.987,,,
484,05/18/18 08:27:13 AM,27.585,54.278,,,
485,05/18/18 08:32:13 AM,27.708,52.517,,,
486,05/18/18 08:37:13 AM,28.078,57.346,,,
487,05/18/18 08:42:13 AM,28.648,53.379,,,
488,05/18/18 08:47:13 AM,28.947,50.667,,,
489,05/18/18 08:52:13 AM,29.121,50.400,,,
